,Tags,SeqName,Description,Length,#Hits,e-Value,sim mean,#GO,GO IDs,GO Names,Enzyme Codes,Enzyme Names,InterPro IDs,InterPro GO IDs,InterPro GO Names
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_797,class II fumarate hydratase,464,20,0,99.45,4,F:GO:0004333; P:GO:0006099; P:GO:0006106; C:GO:0045239,F:fumarate hydratase activity; P:tricarboxylic acid cycle; P:fumarate metabolic process; C:tricarboxylic acid cycle enzyme complex,EC:4.2.1.2,Fumarate hydratase,PR00145 (PRINTS); IPR000362 (PRINTS); IPR022761 (PFAM); IPR018951 (PFAM); G3DSA:1.20.200.10 (GENE3D); G3DSA:1.10.40.30 (GENE3D); IPR005677 (TIGRFAM); IPR024083 (G3DSA:1.10.275.GENE3D); IPR005677 (PANTHER); PTHR11444:SF1 (PANTHER); IPR005677 (HAMAP); IPR005677 (CDD); IPR008948 (SUPERFAMILY),F:GO:0003824; F:GO:0004333; P:GO:0006099; P:GO:0006106; F:GO:0016829; C:GO:0045239,F:catalytic activity; F:fumarate hydratase activity; P:tricarboxylic acid cycle; P:fumarate metabolic process; F:lyase activity; C:tricarboxylic acid cycle enzyme complex
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_798,fumarate hydratase,548,20,0,99.95,2,F:GO:0004333; P:GO:0006091,F:fumarate hydratase activity; P:generation of precursor metabolites and energy,EC:4.2.1.2,Fumarate hydratase,IPR004647 (TIGRFAM); IPR036660 (G3DSA:3.20.130.GENE3D); IPR004646 (TIGRFAM); IPR004647 (PFAM); IPR011167 (PIRSF); IPR004646 (PFAM); PTHR30389:SF12 (PANTHER); PTHR30389 (PANTHER); IPR036660 (SUPERFAMILY),F:GO:0004333; P:GO:0006091; F:GO:0016829; F:GO:0016836,F:fumarate hydratase activity; P:generation of precursor metabolites and energy; F:lyase activity; F:hydro-lyase activity
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_799,mannose-6-phosphate isomerase,391,20,0,98.58,4,F:GO:0004476; P:GO:0005975; F:GO:0008270; P:GO:0009298,F:mannose-6-phosphate isomerase activity; P:carbohydrate metabolic process; F:zinc ion binding; P:GDP-mannose biosynthetic process,EC:5.3.1.8,Mannose-6-phosphate isomerase,IPR016305 (PRINTS); G3DSA:1.10.441.10 (GENE3D); IPR014710 (G3DSA:2.60.120.GENE3D); IPR001250 (TIGRFAM); IPR014710 (G3DSA:2.60.120.GENE3D); IPR001250 (PFAM); IPR016305 (PIRSF); IPR016305 (PANTHER); PTHR10309:SF0 (PANTHER); IPR011051 (SUPERFAMILY),F:GO:0004476; P:GO:0005975; F:GO:0008270; P:GO:0009298,F:mannose-6-phosphate isomerase activity; P:carbohydrate metabolic process; F:zinc ion binding; P:GDP-mannose biosynthetic process
TRUE,"[INTERPRO, BLASTED]",scf7180000000008_quiver_800,DUF945 domain-containing,510,20,0,99.38,,,,,,IPR010352 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_801,alpha beta hydrolase,284,20,0,98.93,1,F:GO:0016787,F:hydrolase activity,,,IPR000073 (PRINTS); IPR000639 (PRINTS); IPR000073 (PFAM); IPR029058 (G3DSA:3.40.50.GENE3D); PTHR43329:SF12 (PANTHER); PTHR43329 (PANTHER); IPR029058 (SUPERFAMILY),F:GO:0003824,F:catalytic activity
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_802,MBL fold metallo-hydrolase,326,20,0,97.15,1,F:GO:0016787,F:hydrolase activity,,,IPR001279 (SMART); IPR036866 (G3DSA:3.60.15.GENE3D); IPR001279 (PFAM); IPR039344 (PANTHER); PTHR23200:SF57 (PANTHER); cd07720 (CDD); IPR036866 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_803,family transcriptional regulator,298,20,0,98.17,4,F:GO:0003677; F:GO:0003700; P:GO:0006351; P:GO:0006355,"F:DNA binding; F:DNA-binding transcription factor activity; P:transcription, DNA-templated; P:regulation of transcription, DNA-templated",,,IPR036388 (G3DSA:1.10.10.GENE3D); G3DSA:3.40.190.290 (GENE3D); IPR005119 (PFAM); IPR000847 (PFAM); PTHR30537:SF51 (PANTHER); PTHR30537 (PANTHER); IPR000847 (PROSITE_PROFILES); cd08422 (CDD); SSF53850 (SUPERFAMILY); IPR036390 (SUPERFAMILY),F:GO:0003700; P:GO:0006355,"F:DNA-binding transcription factor activity; P:regulation of transcription, DNA-templated"
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_804,Mal regulon transcriptional regulator,342,20,0,99.28,4,F:GO:0003677; F:GO:0003700; P:GO:0006351; P:GO:0006355,"F:DNA binding; F:DNA-binding transcription factor activity; P:transcription, DNA-templated; P:regulation of transcription, DNA-templated",,,IPR000843 (SMART); G3DSA:1.10.260.40 (GENE3D); IPR001761 (PFAM); G3DSA:3.40.50.2300 (GENE3D); G3DSA:3.40.50.2300 (GENE3D); IPR000843 (PFAM); PTHR30146 (PANTHER); PTHR30146:SF45 (PANTHER); IPR000843 (PROSITE_PROFILES); IPR000843 (CDD); IPR028082 (SUPERFAMILY); IPR010982 (SUPERFAMILY),F:GO:0003677; P:GO:0006355,"F:DNA binding; P:regulation of transcription, DNA-templated"
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_805,PTS sugar transporter subunit IIBC,530,20,0,99.74,7,C:GO:0005886; F:GO:0008982; P:GO:0009401; C:GO:0016021; F:GO:0016301; P:GO:0016310; P:GO:0034219,C:plasma membrane; F:protein-N(PI)-phosphohistidine-sugar phosphotransferase activity; P:phosphoenolpyruvate-dependent sugar phosphotransferase system; C:integral component of membrane; F:kinase activity; P:phosphorylation; P:carbohydrate transmembrane transport,EC:2.7.1.69,Transferring phosphorus-containing groups,IPR036878 (G3DSA:3.30.1360.GENE3D); IPR001996 (TIGRFAM); IPR011301 (TIGRFAM); IPR018113 (PFAM); IPR003352 (PFAM); IPR004719 (TIGRFAM); PTHR30009 (PANTHER); PTHR30009:SF20 (PANTHER); IPR013013 (PROSITE_PROFILES); IPR001996 (PROSITE_PROFILES); IPR018113 (CDD); IPR036878 (SUPERFAMILY),F:GO:0008982; P:GO:0009401; C:GO:0016020; C:GO:0016021,F:protein-N(PI)-phosphohistidine-sugar phosphotransferase activity; P:phosphoenolpyruvate-dependent sugar phosphotransferase system; C:membrane; C:integral component of membrane
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_806,pyridoxal phosphate-dependent aminotransferase,390,20,0,96.96,3,F:GO:0003824; P:GO:0009058; F:GO:0030170,F:catalytic activity; P:biosynthetic process; F:pyridoxal phosphate binding,,,IPR004839 (PFAM); IPR015422 (G3DSA:3.90.1150.GENE3D); IPR015421 (G3DSA:3.40.640.GENE3D); IPR027619 (TIGRFAM); PTHR43525 (PANTHER); cd00609 (CDD); IPR015424 (SUPERFAMILY),F:GO:0003824; P:GO:0009058; F:GO:0030170,F:catalytic activity; P:biosynthetic process; F:pyridoxal phosphate binding
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_807,Adenosine deaminase,333,20,0,99.32,4,F:GO:0004000; F:GO:0008270; P:GO:0009117; P:GO:0009168,F:adenosine deaminase activity; F:zinc ion binding; P:nucleotide metabolic process; P:purine ribonucleoside monophosphate biosynthetic process,EC:3.5.4.4,Adenosine deaminase,G3DSA:3.20.20.140 (GENE3D); IPR006330 (TIGRFAM); IPR001365 (PFAM); PTHR11409:SF43 (PANTHER); PTHR11409 (PANTHER); IPR028893 (HAMAP); IPR006330 (CDD); IPR032466 (SUPERFAMILY),F:GO:0004000; P:GO:0009168; F:GO:0019239,F:adenosine deaminase activity; P:purine ribonucleoside monophosphate biosynthetic process; F:deaminase activity
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_808,oxidoreductase,346,20,0,99.03,2,F:GO:0016491; P:GO:0055114,F:oxidoreductase activity; P:oxidation-reduction process,,,G3DSA:3.40.50.720 (GENE3D); IPR004104 (PFAM); G3DSA:3.30.360.10 (GENE3D); IPR000683 (PFAM); PTHR43708 (PANTHER); PTHR43708:SF5 (PANTHER); IPR036291 (SUPERFAMILY),F:GO:0016491; P:GO:0055114,F:oxidoreductase activity; P:oxidation-reduction process
TRUE,"[INTERPRO, BLASTED]",scf7180000000008_quiver_809,oriC-binding nucleoid-associated,71,20,3.26E-45,99.72,,,,,,IPR036666 (G3DSA:1.20.1280.GENE3D); IPR007985 (PFAM); IPR036666 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_810,DUF2569 domain-containing,146,20,1.88E-95,99.04,1,C:GO:0016021,C:integral component of membrane,,,IPR019690 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_811,electron transport complex subunit,193,20,4.65E-133,98.94,4,C:GO:0005886; C:GO:0016021; F:GO:0016491; P:GO:0022900,C:plasma membrane; C:integral component of membrane; F:oxidoreductase activity; P:electron transport chain,,,IPR003667 (PFAM); IPR011293 (TIGRFAM); IPR003667 (PIRSF); PTHR30335:SF0 (PANTHER); PTHR30335 (PANTHER); IPR011293 (HAMAP),C:GO:0016020; P:GO:0022900,C:membrane; P:electron transport chain
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_812,electron transporter,192,20,1.65E-134,98.7,7,C:GO:0005886; F:GO:0009055; C:GO:0016021; P:GO:0022900; F:GO:0046872; F:GO:0051537; F:GO:0051539,"C:plasma membrane; F:electron transfer activity; C:integral component of membrane; P:electron transport chain; F:metal ion binding; F:2 iron, 2 sulfur cluster binding; F:4 iron, 4 sulfur cluster binding",,,IPR010207 (TIGRFAM); IPR011005 (G3DSA:3.20.20.GENE3D); IPR016463 (PIRSF); PF14697 (PFAM); G3DSA:3.30.70.20 (GENE3D); IPR007202 (PFAM); G3DSA:3.30.70.20 (GENE3D); IPR010207 (PTHR42859:PANTHER); PTHR42859 (PANTHER); IPR007202 (PROSITE_PROFILES); IPR017896 (PROSITE_PROFILES); IPR017896 (PROSITE_PROFILES); IPR010207 (HAMAP); SSF54862 (SUPERFAMILY),C:GO:0005886; F:GO:0009055; P:GO:0022900; P:GO:0044237; F:GO:0051536,C:plasma membrane; F:electron transfer activity; P:electron transport chain; P:cellular metabolic process; F:iron-sulfur cluster binding
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_813,electron transport complex subunit,673,20,0,99.03,5,C:GO:0005886; F:GO:0009055; F:GO:0046872; F:GO:0051539; P:GO:0055114,"C:plasma membrane; F:electron transfer activity; F:metal ion binding; F:4 iron, 4 sulfur cluster binding; P:oxidation-reduction process",,,IPR037225 (G3DSA:3.40.50.GENE3D); IPR026902 (PFAM); G3DSA:3.30.70.20 (GENE3D); IPR010208 (TIGRFAM); IPR019554 (PFAM); IPR017896 (PFAM); IPR011538 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); IPR010208 (PANTHER); IPR010208 (HAMAP); IPR017896 (PROSITE_PROFILES); IPR017896 (PROSITE_PROFILES); IPR037225 (SUPERFAMILY); IPR009051 (SUPERFAMILY),F:GO:0009055; C:GO:0016020; F:GO:0051536; F:GO:0051539,"F:electron transfer activity; C:membrane; F:iron-sulfur cluster binding; F:4 iron, 4 sulfur cluster binding"
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_814,electron transport complex subunit,350,20,0,99.46,4,C:GO:0005886; C:GO:0016021; P:GO:0022900; P:GO:0055085,C:plasma membrane; C:integral component of membrane; P:electron transport chain; P:transmembrane transport,,,IPR004338 (PFAM); IPR011303 (TIGRFAM); IPR004338 (PANTHER); IPR011303 (PTHR30578:PANTHER); IPR011303 (HAMAP),C:GO:0016020; C:GO:0016021; P:GO:0022900; P:GO:0055085,C:membrane; C:integral component of membrane; P:electron transport chain; P:transmembrane transport
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_815,electron transport complex subunit,206,20,4.51E-149,99,5,C:GO:0005886; F:GO:0009055; F:GO:0010181; C:GO:0016021; P:GO:0022900,C:plasma membrane; F:electron transfer activity; F:FMN binding; C:integral component of membrane; P:electron transport chain,,,IPR007329 (SMART); IPR007329 (PFAM); IPR010209 (PIRSF); IPR010209 (TIGRFAM); IPR010209 (PANTHER); IPR010209 (HAMAP),C:GO:0005886; F:GO:0009055; F:GO:0010181; C:GO:0016020; P:GO:0022900,C:plasma membrane; F:electron transfer activity; F:FMN binding; C:membrane; P:electron transport chain
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_816,electron transport complex subunit,228,20,1.10E-162,99.76,5,F:GO:0003746; C:GO:0005886; P:GO:0006414; C:GO:0016021; P:GO:0022900,F:translation elongation factor activity; C:plasma membrane; P:translational elongation; C:integral component of membrane; P:electron transport chain,,,IPR010968 (TIGRFAM); IPR003667 (PIRSF); IPR003667 (PFAM); PTHR30586 (PANTHER); IPR010968 (PTHR30586:PANTHER); IPR010968 (HAMAP),C:GO:0016020; P:GO:0022900,C:membrane; P:electron transport chain
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_817,endonuclease III,211,20,1.53E-154,99.79,7,F:GO:0003677; F:GO:0003906; P:GO:0006284; F:GO:0019104; F:GO:0046872; F:GO:0051539; P:GO:0090305,"F:DNA binding; F:DNA-(apurinic or apyrimidinic site) endonuclease activity; P:base-excision repair; F:DNA N-glycosylase activity; F:metal ion binding; F:4 iron, 4 sulfur cluster binding; P:nucleic acid phosphodiester bond hydrolysis",EC:4.2.99.18,DNA-(apurinic or apyrimidinic site) lyase,IPR003265 (SMART); IPR003651 (SMART); IPR005759 (TIGRFAM); IPR000445 (PFAM); PIRSF001435 (PIRSF); IPR023170 (G3DSA:1.10.1670.GENE3D); IPR003265 (PFAM); IPR003651 (PFAM); G3DSA:1.10.340.30 (GENE3D); PTHR10359:SF18 (PANTHER); PTHR10359 (PANTHER); IPR005759 (HAMAP); IPR003265 (CDD); IPR011257 (SUPERFAMILY),F:GO:0003677; F:GO:0003824; F:GO:0003906; P:GO:0006281; P:GO:0006284; F:GO:0051539,"F:DNA binding; F:catalytic activity; F:DNA-(apurinic or apyrimidinic site) endonuclease activity; P:DNA repair; P:base-excision repair; F:4 iron, 4 sulfur cluster binding"
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_818,peptide ABC transporter permease,502,20,0,99.84,8,C:GO:0005887; P:GO:0015031; F:GO:0015333; F:GO:0042937; P:GO:0042938; P:GO:0042939; F:GO:0071916; P:GO:1902600,C:integral component of plasma membrane; P:protein transport; F:peptide:proton symporter activity; F:tripeptide transmembrane transporter activity; P:dipeptide transport; P:tripeptide transport; F:dipeptide transmembrane transporter activity; P:proton transmembrane transport,,,G3DSA:1.20.1250.20 (GENE3D); IPR005279 (TIGRFAM); IPR000109 (PFAM); PTHR11654:SF99 (PANTHER); IPR000109 (PANTHER); IPR020846 (PROSITE_PROFILES); IPR023517 (HAMAP); IPR020846 (CDD); IPR036259 (SUPERFAMILY),P:GO:0006857; P:GO:0015833; C:GO:0016020; F:GO:0022857; P:GO:0055085; F:GO:1904680,P:oligopeptide transport; P:peptide transport; C:membrane; F:transmembrane transporter activity; P:transmembrane transport; F:peptide transmembrane transporter activity
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_819,glutathione S-transferase,201,20,4.64E-145,99.6,2,F:GO:0005515; F:GO:0016740,F:protein binding; F:transferase activity,,,"IPR004045 (PFAM); IPR004046 (PFAM); G3DSA:3.40.30.10 (GENE3D); G3DSA:1.20.1050.10 (GENE3D),SFLDS00019 (SFLD),SFLDG01150 (SFLD); IPR040079 (PTHR43900:PANTHER); PTHR43900 (PANTHER); IPR010987 (PROSITE_PROFILES); IPR004045 (PROSITE_PROFILES); cd03188 (CDD); cd03057 (CDD); IPR036282 (SUPERFAMILY); IPR036249 (SUPERFAMILY)",F:GO:0005515,F:protein binding
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_820,pyridoxamine kinase,262,20,0,98.99,5,F:GO:0000287; F:GO:0005524; F:GO:0008478; P:GO:0009443; P:GO:0016310,F:magnesium ion binding; F:ATP binding; F:pyridoxal kinase activity; P:pyridoxal 5'-phosphate salvage; P:phosphorylation,EC:2.7.1.35,Pyridoxal kinase,IPR013749 (PFAM); IPR004625 (TIGRFAM); IPR029056 (G3DSA:3.40.1190.GENE3D); IPR004625 (PANTHER); IPR004625 (CDD); IPR029056 (SUPERFAMILY),F:GO:0008478; P:GO:0009443,F:pyridoxal kinase activity; P:pyridoxal 5'-phosphate salvage
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_821,tyrosine--tRNA ligase,424,20,0,99.81,5,F:GO:0003723; F:GO:0004831; F:GO:0005524; C:GO:0005737; P:GO:0006437,F:RNA binding; F:tyrosine-tRNA ligase activity; F:ATP binding; C:cytoplasm; P:tyrosyl-tRNA aminoacylation,EC:6.1.1.1,Tyrosine--tRNA ligase,IPR002307 (PRINTS); IPR002942 (SMART); G3DSA:1.10.240.10 (GENE3D); IPR014729 (G3DSA:3.40.50.GENE3D); IPR002942 (PFAM); IPR002305 (PFAM); IPR002307 (TIGRFAM); IPR036986 (G3DSA:3.10.290.GENE3D); PTHR11766:SF0 (PANTHER); IPR024088 (PANTHER); IPR002942 (PROSITE_PROFILES); IPR024107 (HAMAP); IPR002942 (CDD); IPR002307 (CDD); SSF52374 (SUPERFAMILY); SSF55174 (SUPERFAMILY),F:GO:0000166; F:GO:0003723; F:GO:0004812; F:GO:0004831; F:GO:0005524; C:GO:0005737; P:GO:0006418; P:GO:0006437,F:nucleotide binding; F:RNA binding; F:aminoacyl-tRNA ligase activity; F:tyrosine-tRNA ligase activity; F:ATP binding; C:cytoplasm; P:tRNA aminoacylation for protein translation; P:tyrosyl-tRNA aminoacylation
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_822,pyridoxamine 5 -phosphate oxidase,223,20,1.54E-164,99.84,5,F:GO:0004733; P:GO:0008615; F:GO:0010181; P:GO:0042823; P:GO:0055114,F:pyridoxamine-phosphate oxidase activity; P:pyridoxine biosynthetic process; F:FMN binding; P:pyridoxal phosphate biosynthetic process; P:oxidation-reduction process,EC:1.4.3.5,Pyridoxal 5'-phosphate synthase,IPR000659 (TIGRFAM); IPR012349 (G3DSA:2.30.110.GENE3D); IPR019576 (PFAM); IPR000659 (PIRSF); IPR011576 (PFAM); IPR000659 (PANTHER); PTHR10851:SF0 (PANTHER); IPR000659 (HAMAP); SSF50475 (SUPERFAMILY),F:GO:0004733; P:GO:0008615; F:GO:0010181; F:GO:0048037,F:pyridoxamine-phosphate oxidase activity; P:pyridoxine biosynthetic process; F:FMN binding; F:cofactor binding
TRUE,"[INTERPRO, BLASTED]",scf7180000000008_quiver_823,lysozyme inhibitor,107,20,2.01E-73,99.67,,,,,,IPR018660 (PFAM); IPR036328 (G3DSA:2.40.128.GENE3D); PS51257 (PROSITE_PROFILES); IPR036328 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_824,anhydro-N-acetylmuramic acid kinase,374,20,0,99.13,8,F:GO:0005524; P:GO:0005975; P:GO:0006040; P:GO:0009254; F:GO:0016301; P:GO:0016310; F:GO:0016773; P:GO:0097175,"F:ATP binding; P:carbohydrate metabolic process; P:amino sugar metabolic process; P:peptidoglycan turnover; F:kinase activity; P:phosphorylation; F:phosphotransferase activity, alcohol group as acceptor; P:1,6-anhydro-N-acetyl-beta-muramic acid catabolic process",,,IPR005338 (PFAM); G3DSA:3.30.420.40 (GENE3D); G3DSA:3.30.420.40 (GENE3D); IPR005338 (PANTHER); IPR005338 (HAMAP); SSF53067 (SUPERFAMILY),F:GO:0005524; P:GO:0006040; P:GO:0009254; F:GO:0016773,"F:ATP binding; P:amino sugar metabolic process; P:peptidoglycan turnover; F:phosphotransferase activity, alcohol group as acceptor"
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_825,outer membrane lipo,155,20,5.13E-102,99.81,1,C:GO:0019867,C:outer membrane,,,IPR008816 (PFAM); PTHR35603:SF1 (PANTHER); PTHR35603 (PANTHER); PS51257 (PROSITE_PROFILES),C:GO:0019867,C:outer membrane
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_826,diguanylate cyclase,453,20,0,96.58,1,C:GO:0016021,C:integral component of membrane,,,IPR000160 (SMART); IPR000160 (PFAM); IPR000160 (TIGRFAM); G3DSA:3.30.70.270 (GENE3D); IPR033424 (PFAM); PTHR10799 (PANTHER); PTHR10799:SF938 (PANTHER); IPR000160 (PROSITE_PROFILES); IPR000160 (CDD); IPR029787 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_827,transcriptional regulator,144,20,3.26E-96,98.89,4,F:GO:0003677; F:GO:0003700; P:GO:0006351; P:GO:0006355,"F:DNA binding; F:DNA-binding transcription factor activity; P:transcription, DNA-templated; P:regulation of transcription, DNA-templated",,,IPR000835 (PRINTS); IPR000835 (SMART); IPR000835 (PFAM); IPR036388 (G3DSA:1.10.10.GENE3D); PTHR33164 (PANTHER); PTHR33164:SF20 (PANTHER); IPR000835 (PROSITE_PROFILES); IPR023071 (HAMAP); IPR036390 (SUPERFAMILY),F:GO:0003700; P:GO:0006355,"F:DNA-binding transcription factor activity; P:regulation of transcription, DNA-templated"
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_828,DUF1656 domain-containing,78,20,4.58E-48,98.65,1,C:GO:0016021,C:integral component of membrane,,,IPR012451 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_829,family secretion,286,20,0,98.93,4,F:GO:0005215; C:GO:0005886; C:GO:0016021; P:GO:0055085,F:transporter activity; C:plasma membrane; C:integral component of membrane; P:transmembrane transport,,,G3DSA:2.40.50.100 (GENE3D); IPR006143 (TIGRFAM); IPR039562 (PFAM); PF13437 (PFAM); G3DSA:2.40.30.170 (GENE3D); PTHR30367 (PANTHER); PTHR30367:SF13 (PANTHER); SSF111369 (SUPERFAMILY),F:GO:0005215; C:GO:0016020; P:GO:0055085,F:transporter activity; C:membrane; P:transmembrane transport
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_830,fusaric acid resistance,677,20,0,98.73,4,C:GO:0005886; C:GO:0016021; F:GO:0022857; P:GO:0055085,C:plasma membrane; C:integral component of membrane; F:transmembrane transporter activity; P:transmembrane transport,,,IPR006726 (PFAM); PTHR30509:SF12 (PANTHER); PTHR30509 (PANTHER),C:GO:0005886; F:GO:0022857; P:GO:0055085,C:plasma membrane; F:transmembrane transporter activity; P:transmembrane transport
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_831,superoxide dismutase,172,20,7.25E-118,99.39,4,F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114,F:superoxide dismutase activity; P:removal of superoxide radicals; F:metal ion binding; P:oxidation-reduction process,EC:1.15.1.1,Superoxide dismutase,IPR001424 (PFAM); IPR036423 (G3DSA:2.60.40.GENE3D); mobidb-lite (MOBIDB_LITE); IPR024134 (PANTHER); PTHR10003:SF40 (PANTHER); IPR001424 (CDD); IPR036423 (SUPERFAMILY),P:GO:0006801; F:GO:0046872,P:superoxide metabolic process; F:metal ion binding
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_832,oxidoreductase,298,20,0,99.85,2,F:GO:0016491; P:GO:0055114,F:oxidoreductase activity; P:oxidation-reduction process,,,IPR020471 (PRINTS); IPR023210 (PFAM); IPR036812 (G3DSA:3.20.20.GENE3D); PTHR43364 (PANTHER); PTHR43364:SF1 (PANTHER); IPR023210 (CDD); IPR036812 (SUPERFAMILY),F:GO:0016491; P:GO:0055114,F:oxidoreductase activity; P:oxidation-reduction process
TRUE,"[INTERPRO, BLASTED, ANNOTATED]",scf7180000000008_quiver_833,phosphoethanolamine transferase,541,20,0,98.49,2,F:GO:0008484; C:GO:0016021,F:sulfuric ester hydrolase activity; C:integral component of membrane,,,IPR012549 (PFAM); IPR017849 (G3DSA:3.40.720.GENE3D); IPR000917 (PFAM); PTHR30443:SF10 (PANTHER); PTHR30443 (PANTHER); cd16017 (CDD); IPR017850 (SUPERFAMILY),F:GO:0003824; F:GO:0008484; C:GO:0016021,F:catalytic activity; F:sulfuric ester hydrolase activity; C:integral component of membrane
