State,Tags,SeqName,Description,Length,#Hits,e-Value,sim mean,#GO,GO IDs,GO Names,Enzyme Codes,Enzyme Names,InterPro IDs,InterPro GO IDs,InterPro GO Names
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_605,phosphate ABC permease,294,20,0,98.67,3,F:GO:0005315; C:GO:0005887; P:GO:0035435,F:inorganic phosphate transmembrane transporter activity; C:integral component of plasma membrane; P:phosphate ion transmembrane transport,,,IPR035906 (G3DSA:1.10.3720.GENE3D); IPR000515 (PFAM); IPR005672 (TIGRFAM); PTHR43470 (PANTHER); PTHR43470:SF4 (PANTHER); IPR000515 (PROSITE_PROFILES); IPR000515 (CDD); IPR035906 (SUPERFAMILY),F:GO:0005315; C:GO:0005887; C:GO:0016020; P:GO:0035435; P:GO:0055085,F:inorganic phosphate transmembrane transporter activity; C:integral component of plasma membrane; C:membrane; P:phosphate ion transmembrane transport; P:transmembrane transport
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_606,phosphate import ATP-binding 2,269,20,0,98.63,5,F:GO:0005315; F:GO:0005524; F:GO:0015415; P:GO:0035435; C:GO:0043190,F:inorganic phosphate transmembrane transporter activity; F:ATP binding; F:ATPase-coupled phosphate ion transmembrane transporter activity; P:phosphate ion transmembrane transport; C:ATP-binding cassette (ABC) transporter complex,EC:3.6.3.27; EC:3.6.1.3; EC:3.6.1.15,Phosphate-transporting ATPase; Adenosinetriphosphatase; Nucleoside-triphosphate phosphatase,IPR003593 (SMART); IPR005670 (TIGRFAM); G3DSA:3.40.50.300 (GENE3D); IPR003439 (PFAM); PTHR43423 (PANTHER); PTHR43423:SF4 (PANTHER); IPR003439 (PROSITE_PROFILES); IPR015850 (PROSITE_PROFILES); IPR005670 (CDD); IPR027417 (SUPERFAMILY),F:GO:0005315; F:GO:0005524; P:GO:0006817; F:GO:0015415; C:GO:0016020; F:GO:0016887; P:GO:0035435,F:inorganic phosphate transmembrane transporter activity; F:ATP binding; P:phosphate ion transport; F:ATPase-coupled phosphate ion transmembrane transporter activity; C:membrane; F:ATPase activity; P:phosphate ion transmembrane transport
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_607,phosphate import ATP-binding 1,252,20,0,98.49,5,F:GO:0005315; F:GO:0005524; F:GO:0015415; P:GO:0035435; C:GO:0043190,F:inorganic phosphate transmembrane transporter activity; F:ATP binding; F:ATPase-coupled phosphate ion transmembrane transporter activity; P:phosphate ion transmembrane transport; C:ATP-binding cassette (ABC) transporter complex,EC:3.6.3.27; EC:3.6.1.3; EC:3.6.1.15,Phosphate-transporting ATPase; Adenosinetriphosphatase; Nucleoside-triphosphate phosphatase,IPR003593 (SMART); G3DSA:3.40.50.300 (GENE3D); IPR003439 (PFAM); IPR005670 (TIGRFAM); PTHR43423 (PANTHER); PTHR43423:SF4 (PANTHER); IPR003439 (PROSITE_PROFILES); IPR015850 (PROSITE_PROFILES); IPR005670 (CDD); IPR027417 (SUPERFAMILY),F:GO:0005315; F:GO:0005524; P:GO:0006817; F:GO:0015415; C:GO:0016020; F:GO:0016887; P:GO:0035435,F:inorganic phosphate transmembrane transporter activity; F:ATP binding; P:phosphate ion transport; F:ATPase-coupled phosphate ion transmembrane transporter activity; C:membrane; F:ATPase activity; P:phosphate ion transmembrane transport
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_608,phosphate transport system regulatory,225,20,3.78E-165,97,4,C:GO:0005737; P:GO:0006817; P:GO:0030643; P:GO:0045936,C:cytoplasm; P:phosphate ion transport; P:cellular phosphate ion homeostasis; P:negative regulation of phosphate metabolic process,,,IPR028366 (TIGRFAM); IPR028366 (PIRSF); IPR026022 (PFAM); IPR038078 (G3DSA:1.20.58.GENE3D); IPR028366 (PTHR42930:PANTHER); PTHR42930 (PANTHER); SSF109755 (SUPERFAMILY),C:GO:0005737; P:GO:0030643; P:GO:0045936,C:cytoplasm; P:cellular phosphate ion homeostasis; P:negative regulation of phosphate metabolic process
TRUE,"[INTERPRO, BLASTED]",scf7180000000004_quiver_609,hypothetical protein HMPREF9515_00217,533,20,0,99.94,,,,,,IPR025164 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR33885:SF3 (PANTHER); PTHR33885 (PANTHER),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_610,domain-containing,107,20,7.04E-73,93.39,2,F:GO:0003677; C:GO:0016021,F:DNA binding; C:integral component of membrane,,,IPR007168 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR33885 (PANTHER),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_611,membrane,118,20,2.33E-76,94.79,1,C:GO:0016021,C:integral component of membrane,,,IPR007165 (PFAM); IPR007165 (PANTHER),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, ANNOTATED]",scf7180000000004_quiver_612,endo excinuclease amino terminal domain-containing,320,20,0,99.81,1,F:GO:0005515,F:protein binding,,,IPR000305 (SMART); IPR000305 (PFAM); IPR035901 (G3DSA:3.40.1440.GENE3D); IPR001943 (PFAM); PTHR30562:SF1 (PANTHER); PTHR30562 (PANTHER); IPR001943 (PROSITE_PROFILES); IPR000305 (PROSITE_PROFILES); cd10434 (CDD); IPR035901 (SUPERFAMILY); IPR036876 (SUPERFAMILY),F:GO:0005515,F:protein binding
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_613,HPr kinase phosphorylase,311,20,0,97.89,10,F:GO:0000155; P:GO:0000160; F:GO:0000287; F:GO:0004674; F:GO:0004712; F:GO:0005524; C:GO:0005622; P:GO:0006109; F:GO:0016787; P:GO:0023014,F:phosphorelay sensor kinase activity; P:phosphorelay signal transduction system; F:magnesium ion binding; F:protein serine/threonine kinase activity; F:protein serine/threonine/tyrosine kinase activity; F:ATP binding; C:intracellular; P:regulation of carbohydrate metabolic process; F:hydrolase activity; P:signal transduction by protein phosphorylation,EC:2.7.11; EC:2.7.12.1; EC:2.7.13.3,Transferring phosphorus-containing groups; Dual-specificity kinase; Histidine kinase,G3DSA:3.40.50.300 (GENE3D); IPR011104 (PFAM); IPR003755 (TIGRFAM); IPR011126 (PFAM); IPR028979 (G3DSA:3.40.1390.GENE3D); PTHR30305 (PANTHER); IPR003755 (PTHR30305:PANTHER); IPR003755 (HAMAP); IPR011104 (CDD); SSF53795 (SUPERFAMILY); IPR028979 (SUPERFAMILY),F:GO:0000155; P:GO:0000160; F:GO:0004672; F:GO:0005524; P:GO:0006109,F:phosphorelay sensor kinase activity; P:phosphorelay signal transduction system; F:protein kinase activity; F:ATP binding; P:regulation of carbohydrate metabolic process
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_614,prolipo diacylglyceryl transferase,278,20,0,99.86,5,C:GO:0005886; F:GO:0008961; P:GO:0009249; C:GO:0016021; P:GO:0042158,C:plasma membrane; F:phosphatidylglycerol-prolipoprotein diacylglyceryl transferase activity; P:protein lipoylation; C:integral component of membrane; P:lipoprotein biosynthetic process,,,IPR001640 (PFAM); IPR001640 (TIGRFAM); IPR001640 (PANTHER); IPR001640 (HAMAP),C:GO:0016020; F:GO:0016757; P:GO:0042158,"C:membrane; F:transferase activity, transferring glycosyl groups; P:lipoprotein biosynthetic process"
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_615,glycerol-3-phosphate dehydrogenase [NAD(P)+],340,20,0,99.9,10,F:GO:0004367; P:GO:0005975; P:GO:0006650; P:GO:0008654; C:GO:0009331; P:GO:0046167; P:GO:0046168; F:GO:0047952; F:GO:0051287; P:GO:0055114,F:glycerol-3-phosphate dehydrogenase [NAD+] activity; P:carbohydrate metabolic process; P:glycerophospholipid metabolic process; P:phospholipid biosynthetic process; C:glycerol-3-phosphate dehydrogenase complex; P:glycerol-3-phosphate biosynthetic process; P:glycerol-3-phosphate catabolic process; F:glycerol-3-phosphate dehydrogenase [NAD(P)+] activity; F:NAD binding; P:oxidation-reduction process,EC:1.1.1.8; EC:1.1.1.94,Glycerol-3-phosphate dehydrogenase (NAD(+)); Glycerol-3-phosphate dehydrogenase (NAD(P)(+)),IPR006168 (PRINTS); IPR011128 (PFAM); IPR013328 (G3DSA:1.10.1040.GENE3D); IPR006168 (PIRSF); IPR006109 (PFAM); G3DSA:3.40.50.720 (GENE3D); PTHR11728 (PANTHER); PTHR11728:SF1 (PANTHER); IPR006168 (HAMAP); IPR008927 (SUPERFAMILY); IPR036291 (SUPERFAMILY),F:GO:0004367; P:GO:0005975; P:GO:0006072; C:GO:0009331; F:GO:0016491; F:GO:0016616; P:GO:0046168; F:GO:0051287; P:GO:0055114,"F:glycerol-3-phosphate dehydrogenase [NAD+] activity; P:carbohydrate metabolic process; P:glycerol-3-phosphate metabolic process; C:glycerol-3-phosphate dehydrogenase complex; F:oxidoreductase activity; F:oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor; P:glycerol-3-phosphate catabolic process; F:NAD binding; P:oxidation-reduction process"
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_616,UTP--glucose-1-phosphate uridylyltransferase,298,20,0,98.04,3,F:GO:0003983; P:GO:0006011; P:GO:0009058,F:UTP:glucose-1-phosphate uridylyltransferase activity; P:UDP-glucose metabolic process; P:biosynthetic process,EC:2.7.7.64; EC:2.7.7.9,UTP-monosaccharide-1-phosphate uridylyltransferase; UTP--glucose-1-phosphate uridylyltransferase,IPR005835 (PFAM); IPR005771 (TIGRFAM); IPR029044 (G3DSA:3.90.550.GENE3D); PTHR43197:SF1 (PANTHER); IPR005771 (PANTHER); IPR005771 (CDD); IPR029044 (SUPERFAMILY),F:GO:0003983; P:GO:0006011; P:GO:0009058; F:GO:0016779,F:UTP:glucose-1-phosphate uridylyltransferase activity; P:UDP-glucose metabolic process; P:biosynthetic process; F:nucleotidyltransferase activity
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_617,DUF948 domain-containing,143,20,4.87E-94,95.91,1,C:GO:0016021,C:integral component of membrane,,,IPR009293 (PFAM); PTHR40070 (PANTHER),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_618,general stress,195,20,3.11E-129,99.69,1,C:GO:0016021,C:integral component of membrane,,,IPR024623 (PFAM); G3DSA:1.20.120.20 (GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR35792 (PANTHER); SSF58113 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_619,proline dipeptidase,367,20,0,99.82,2,P:GO:0006508; F:GO:0102009,P:proteolysis; F:proline dipeptidase activity,EC:3.4.13; EC:3.4.13.9,Acting on peptide bonds (peptidases); Xaa-Pro dipeptidase,IPR001714 (PRINTS); IPR000587 (PFAM); G3DSA:3.90.230.10 (GENE3D); IPR000994 (PFAM); IPR029149 (G3DSA:3.40.350.GENE3D); PTHR10804 (PANTHER); PTHR10804:SF129 (PANTHER); cd01092 (CDD); IPR036005 (SUPERFAMILY); IPR029149 (SUPERFAMILY),F:GO:0016787,F:hydrolase activity
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_620,catabolite control A,333,20,0,99.17,4,F:GO:0003677; F:GO:0003700; P:GO:0006351; P:GO:0006355,"F:DNA binding; F:DNA-binding transcription factor activity; P:transcription, DNA-templated; P:regulation of transcription, DNA-templated",,,IPR000843 (PRINTS); IPR000843 (SMART); G3DSA:3.40.50.2300 (GENE3D); IPR006377 (TIGRFAM); IPR000843 (PFAM); G3DSA:1.10.260.40 (GENE3D); G3DSA:3.40.50.2300 (GENE3D); PF13377 (PFAM); PTHR30146 (PANTHER); PTHR30146:SF99 (PANTHER); IPR000843 (PROSITE_PROFILES); cd06298 (CDD); IPR000843 (CDD); IPR010982 (SUPERFAMILY); IPR028082 (SUPERFAMILY),F:GO:0003677; P:GO:0006355,"F:DNA binding; P:regulation of transcription, DNA-templated"
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_621,penicillin-binding 1B,794,20,0,99.79,6,P:GO:0008360; F:GO:0008658; P:GO:0009252; C:GO:0016021; F:GO:0016740; P:GO:0071555,P:regulation of cell shape; F:penicillin binding; P:peptidoglycan biosynthetic process; C:integral component of membrane; F:transferase activity; P:cell wall organization,,,IPR001264 (PFAM); IPR001460 (PFAM); G3DSA:2.10.10.60 (GENE3D); G3DSA:1.10.20.80 (GENE3D); G3DSA:3.40.710.10 (GENE3D); IPR036950 (G3DSA:1.10.3810.GENE3D); mobidb-lite (MOBIDB_LITE); PTHR32282 (PANTHER); PTHR32282:SF21 (PANTHER); IPR023346 (SUPERFAMILY); IPR012338 (SUPERFAMILY),F:GO:0008658,F:penicillin binding
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_622,tyrosyl-tRNA synthetase 2,420,20,0,99.65,5,F:GO:0003723; F:GO:0004831; F:GO:0005524; C:GO:0005737; P:GO:0006437,F:RNA binding; F:tyrosine-tRNA ligase activity; F:ATP binding; C:cytoplasm; P:tyrosyl-tRNA aminoacylation,EC:6.1.1.1,Tyrosine--tRNA ligase,IPR002307 (PRINTS); IPR002942 (SMART); IPR002942 (PFAM); IPR002305 (PFAM); IPR036986 (G3DSA:3.10.290.GENE3D); G3DSA:1.10.240.10 (GENE3D); IPR002307 (TIGRFAM); IPR014729 (G3DSA:3.40.50.GENE3D); IPR024088 (PANTHER); PTHR11766:SF0 (PANTHER); IPR002942 (PROSITE_PROFILES); IPR024107 (HAMAP); IPR002942 (CDD); IPR002307 (CDD); SSF52374 (SUPERFAMILY); SSF55174 (SUPERFAMILY),F:GO:0000166; F:GO:0003723; F:GO:0004812; F:GO:0004831; F:GO:0005524; C:GO:0005737; P:GO:0006418; P:GO:0006437,F:nucleotide binding; F:RNA binding; F:aminoacyl-tRNA ligase activity; F:tyrosine-tRNA ligase activity; F:ATP binding; C:cytoplasm; P:tRNA aminoacylation for protein translation; P:tyrosyl-tRNA aminoacylation
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_623,site-specific integrase,377,20,0,86,3,F:GO:0003677; P:GO:0006310; P:GO:0015074,F:DNA binding; P:DNA recombination; P:DNA integration,,,IPR010998 (G3DSA:1.10.150.GENE3D); IPR004107 (PFAM); IPR028259 (PFAM); IPR002104 (PFAM); IPR013762 (G3DSA:1.10.443.GENE3D); PTHR30349 (PANTHER); PTHR30349:SF55 (PANTHER); cd01189 (CDD); IPR011010 (SUPERFAMILY),F:GO:0003677; P:GO:0006310; P:GO:0015074,F:DNA binding; P:DNA recombination; P:DNA integration
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_624,DNA-directed RNA polymerase subunit beta,157,20,7.78E-98,89.84,1,C:GO:0016021,C:integral component of membrane,,,IPR011434 (PFAM); IPR036388 (G3DSA:1.10.10.GENE3D); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_625,DNA-binding,196,20,6.50E-31,83.19,1,F:GO:0043565,F:sequence-specific DNA binding,,,IPR001387 (SMART); G3DSA:1.10.260.40 (GENE3D); G3DSA:1.10.260.40 (GENE3D); IPR001387 (PFAM); PTHR10245 (PANTHER); PTHR10245:SF107 (PANTHER); IPR001387 (PROSITE_PROFILES); IPR001387 (CDD); IPR010982 (SUPERFAMILY); IPR010982 (SUPERFAMILY),F:GO:0003677; F:GO:0043565,F:DNA binding; F:sequence-specific DNA binding
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_626,transcriptional regulator,81,20,4.39E-25,71.38,1,F:GO:0043565,F:sequence-specific DNA binding,,,IPR001387 (SMART); IPR001387 (PFAM); G3DSA:1.10.260.40 (GENE3D); IPR001387 (PROSITE_PROFILES); IPR001387 (CDD); IPR010982 (SUPERFAMILY),F:GO:0003677; F:GO:0043565,F:DNA binding; F:sequence-specific DNA binding
TRUE,"[INTERPRO, BLASTED]",scf7180000000004_quiver_627,hypothetical protein T481_15120,50,2,2.53E-12,81.26,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, NO-BLAST]",scf7180000000004_quiver_628,---NA---,117,,,,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",scf7180000000004_quiver_629,hypothetical protein,61,20,1.47E-34,95.31,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",scf7180000000004_quiver_630,hypothetical protein T481_15895,44,2,4.09E-20,86.05,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",scf7180000000004_quiver_631,3-hydroxyacyl- dehydrogenase,74,15,1.07E-33,67.81,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_632,MULTISPECIES: hypothetical protein,64,20,2.69E-39,96.4,1,C:GO:0016021,C:integral component of membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",scf7180000000004_quiver_633,conserved hypothetical protein,57,19,7.99E-30,89.93,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",scf7180000000004_quiver_634,hypothetical protein,111,20,6.86E-74,91.28,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",scf7180000000004_quiver_635,hypothetical protein,75,20,3.32E-48,97.34,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, NO-BLAST]",scf7180000000004_quiver_636,---NA---,32,,,,,,,,,mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",scf7180000000004_quiver_637,hypothetical protein,91,4,2.71E-54,99.45,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",scf7180000000004_quiver_638,MULTISPECIES: hypothetical protein,125,5,2.37E-84,98.55,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_639,endonuclease,313,20,0,98.69,3,F:GO:0003677; F:GO:0004519; P:GO:0090305,F:DNA binding; F:endonuclease activity; P:nucleic acid phosphodiester bond hydrolysis,,,IPR017482 (TIGRFAM); IPR011604 (G3DSA:3.90.320.GENE3D); IPR019080 (PFAM); PTHR45494 (PANTHER); IPR011335 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_640,phage family recombinase,296,20,0,99.49,2,F:GO:0003677; P:GO:0006259,F:DNA binding; P:DNA metabolic process,,,IPR004590 (TIGRFAM); IPR018330 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),F:GO:0003677; P:GO:0006259,F:DNA binding; P:DNA metabolic process
TRUE,"[INTERPRO, BLASTED]",scf7180000000004_quiver_641,DUF4373 domain-containing,319,20,0,97.96,,,,,,IPR006343 (TIGRFAM); IPR006343 (PFAM); IPR034829 (G3DSA:1.10.10.GENE3D); IPR025400 (PFAM); mobidb-lite (MOBIDB_LITE); PTHR39196 (PANTHER); IPR034829 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_642,Phage DNA binding,99,20,2.41E-63,99.55,1,F:GO:0016787,F:hydrolase activity,,,G3DSA:1.10.287.1080 (GENE3D); IPR004518 (PFAM); cd11540 (CDD); SSF101386 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_643,family crossover junction endodeoxyribonuclease,141,20,5.28E-98,99.01,4,F:GO:0000287; P:GO:0006281; P:GO:0006310; F:GO:0008821,F:magnesium ion binding; P:DNA repair; P:DNA recombination; F:crossover junction endodeoxyribonuclease activity,EC:3.1.31; EC:3.1.22; EC:3.1.22.4,Acting on ester bonds; Acting on ester bonds; Crossover junction endodeoxyribonuclease,IPR036614 (G3DSA:3.30.1330.GENE3D); IPR008822 (PFAM); IPR036614 (SUPERFAMILY),F:GO:0000287; P:GO:0006281; P:GO:0006310,F:magnesium ion binding; P:DNA repair; P:DNA recombination
TRUE,"[INTERPRO, BLASTED]",scf7180000000004_quiver_644,hypothetical protein,253,20,0,99.13,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",scf7180000000004_quiver_645,hypothetical protein,47,6,3.22E-23,90.72,,,,,,mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",scf7180000000004_quiver_646,hypothetical protein,63,17,1.08E-34,81.86,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",scf7180000000004_quiver_647,hypothetical protein,61,20,2.21E-37,74.49,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",scf7180000000004_quiver_648,hypothetical protein,39,20,7.28E-17,94.17,,,,,,SSF159006 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",scf7180000000004_quiver_649,hypothetical protein,92,20,6.64E-57,77.89,,,,,,IPR019096 (PFAM); IPR023385 (G3DSA:2.30.30.GENE3D); SSF159006 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",scf7180000000004_quiver_650,hypothetical protein,123,20,7.61E-46,82.99,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",scf7180000000004_quiver_651,hypothetical protein,79,20,5.21E-29,72.83,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",scf7180000000004_quiver_652,DUF1642 domain-containing,167,20,1.62E-72,80.03,,,,,,IPR012865 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",scf7180000000004_quiver_653,DUF3850 domain-containing,143,20,2.83E-96,95.22,,,,,,IPR039440 (PFAM); G3DSA:2.30.130.30 (GENE3D); IPR015947 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",scf7180000000004_quiver_654,replicase,105,20,3.42E-67,95.19,,,,,,G3DSA:3.40.50.300 (GENE3D),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",scf7180000000004_quiver_655,hypothetical protein,78,20,2.89E-51,97.68,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED]",scf7180000000004_quiver_656,family transcriptional regulator,173,20,7.69E-121,81.95,5,F:GO:0003677; F:GO:0003700; P:GO:0006352; P:GO:0006355; F:GO:0016987,"F:DNA binding; F:DNA-binding transcription factor activity; P:DNA-templated transcription, initiation; P:regulation of transcription, DNA-templated; F:sigma factor activity",,,IPR006524 (TIGRFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",scf7180000000004_quiver_657,hypothetical protein,76,20,2.04E-47,95.83,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",scf7180000000004_quiver_658,hypothetical protein SCS_01295,74,10,3.74E-47,99.46,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_659,transposase,153,20,4.58E-105,96.86,1,F:GO:0003677,F:DNA binding,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",scf7180000000004_quiver_660,phage large subunit,463,20,0,98.98,,,,,,IPR006517 (TIGRFAM); G3DSA:3.40.50.300 (GENE3D); IPR035421 (PFAM); IPR004921 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",scf7180000000004_quiver_661,SPP1 family phage portal,490,20,0,98.13,,,,,,IPR021145 (PFAM); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_662,phage head morphogenesis,348,20,0,98.9,2,P:GO:0006508; F:GO:0008237,P:proteolysis; F:metallopeptidase activity,,,IPR006528 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",scf7180000000004_quiver_663,hypothetical protein D349_01020,106,20,8.92E-71,98.87,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",scf7180000000004_quiver_664,DUF4355 domain-containing,207,20,4.85E-145,99.03,,,,,,IPR025580 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",scf7180000000004_quiver_665,MULTISPECIES: hypothetical protein,295,20,0,99.38,,,,,,IPR035198 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",scf7180000000004_quiver_666,hypothetical protein,60,20,1.00E-34,87.95,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",scf7180000000004_quiver_667,conserved domain,114,20,5.32E-75,96.52,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_668,50S ribosomal L23,122,20,1.59E-84,97.94,1,C:GO:0005840,C:ribosome,,,no IPS match,no IPS match,no IPS match
